name,province,url,gender,ethnic,dob_y,age,join_work_y,pob_p,join_party_y,edu_dg
龙晓华,湖南,http://ldzl.people.com.cn/dfzlk/front/personPage16331.htm,女,苗族,1963.0,55.0,1981.0,湖南,1985.0,研究生
李希,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5023.htm,男,汉族,1956.0,62.0,1975.0,甘肃,1982.0,研究生
李玉妹,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6351.htm,女,汉族,1956.0,62.0,1974.0,山东,1976.0,研究生
马兴瑞,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6349.htm,男,汉族,1959.0,59.0,1988.0,山东,1988.0,博士
王荣,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4508.htm,男,汉族,1958.0,60.0,1975.0,江苏,1976.0,博士
任学锋,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5043.htm,男,汉族,1965.0,53.0,1988.0,河北,1985.0,博士
王伟中,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6333.htm,男,汉族,1962.0,56.0,1987.0,山西,1983.0,博士
林少春,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6361.htm,男,汉族,1962.0,56.0,1982.0,广东,1988.0,研究生
邹铭,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15518.htm,男,汉族,1964.0,54.0,1989.0,江西,1988.0,博士
何忠友,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4532.htm,男,汉族,1965.0,53.0,1988.0,安徽,1993.0,研究生
施克辉,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16646.htm,男,汉族,1961.0,57.0,1981.0,浙江,1985.0,研究生
江凌,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4537.htm,男,汉族,1964.0,54.0,1984.0,广东,1986.0,研究生
曾志权,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16775.htm,男,汉族,1963.0,55.0,1986.0,广东,1984.0,研究生
张利明,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18628.htm,男,,,,,,,unknown
傅华,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18794.htm,男,汉族,1964.0,54.0,1985.0,江苏,1993.0,博士
许瑞生,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6360.htm,男,汉族,1962.0,56.0,1986.0,广东,,博士
李春生,广东,http://ldzl.people.com.cn/dfzlk/front/personPage6362.htm,男,汉族,1961.0,57.0,1983.0,河南,1984.0,本科
黄宁生,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16846.htm,男,汉族,1962.0,56.0,1984.0,河南,1992.0,博士
叶贞琴,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18678.htm,男,汉族,1963.0,55.0,1984.0,江西,1984.0,研究生
陈良贤,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4541.htm,男,汉族,1963.0,55.0,1982.0,广东,1985.0,研究生
欧阳卫民,广东,http://ldzl.people.com.cn/dfzlk/front/personPage8631.htm,男,汉族,1963.0,55.0,1986.0,湖南,1986.0,博士
余艳红,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18735.htm,女,汉族,1962.0,56.0,1983.0,湖南,1993.0,博士
郭永航,广东,http://ldzl.people.com.cn/dfzlk/front/personPage8541.htm,男,汉族,1965.0,53.0,1989.0,山东,1986.0,博士
方利旭,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15834.htm,男,汉族,1963.0,55.0,1989.0,广东,1989.0,研究生
莫高义,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16526.htm,男,汉族,1964.0,54.0,1990.0,湖北,1989.0,博士
鲁毅,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5036.htm,男,汉族,1964.0,54.0,1982.0,湖北,1986.0,博士
林应武,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15986.htm,男,汉族,1963.0,55.0,1981.0,广东,1985.0,研究生
郑人豪,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4513.htm,男,汉族,1968.0,50.0,1990.0,广东,1988.0,博士
李红军,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4523.htm,男,汉族,1965.0,53.0,1987.0,湖北,1986.0,博士
赖泽华,广东,http://ldzl.people.com.cn/dfzlk/front/personPage12218.htm,,,1965.0,53.0,1988.0,广东,1990.0,研究生
李贻伟,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4516.htm,男,汉族,1965.0,53.0,1988.0,山东,1988.0,博士
谭君铁,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4529.htm,男,汉族,1968.0,50.0,1986.0,广东,1988.0,研究生
石奇珠,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7105.htm,男,汉族,1960.0,58.0,1979.0,广东,1986.0,研究生
丁红都,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7127.htm,男,,1965.0,53.0,1985.0,河南,1984.0,研究生
陈小山,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15568.htm,男,汉族,1962.0,56.0,1983.0,广东,1984.0,研究生
郭锋,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4525.htm,男,汉族,1960.0,58.0,1976.0,广东,1984.0,研究生
梁维东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5138.htm,男,汉族,1962.0,56.0,1981.0,广东,1984.0,研究生
陈旭东,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15840.htm,男,,1966.0,52.0,1989.0,浙江,1988.0,研究生
刘小涛,广东,http://ldzl.people.com.cn/dfzlk/front/personPage8146.htm,男,汉族,1970.0,48.0,1992.0,广东,1991.0,研究生
李水华,广东,http://ldzl.people.com.cn/dfzlk/front/personPage11030.htm,男,汉族,1963.0,55.0,1984.0,广东,1986.0,本科
黄汉标,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18842.htm,男,汉族,1963.0,55.0,,广东,,unknown
温国辉,广东,http://ldzl.people.com.cn/dfzlk/front/personPage4530.htm,男,汉族,1963.0,55.0,1984.0,广东,1984.0,研究生
陈如桂,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16009.htm,男,汉族,1962.0,56.0,1983.0,广东,1992.0,博士
姚奕生,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7040.htm,男,汉族,1965.0,53.0,1987.0,广东,1986.0,研究生
郑剑戈,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16888.htm,男,汉族,1964.0,54.0,1986.0,广东,1985.0,研究生
殷焕明,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16766.htm,男,汉族,1965.0,53.0,1987.0,广东,1985.0,研究生
朱伟,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15606.htm,男,汉族,1968.0,50.0,1994.0,湖南,2002.0,研究生
刘毅,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16765.htm,男,汉族,1963.0,55.0,1984.0,广东,1984.0,研究生
姜建军,广东,http://ldzl.people.com.cn/dfzlk/front/personPage9242.htm,男,汉族,1964.0,54.0,1983.0,河南,1988.0,研究生
许志晖,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16628.htm,男,汉族,1968.0,50.0,1990.0,广东,1998.0,博士
范中杰,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16886.htm,男,汉族,1966.0,52.0,1990.0,四川,1994.0,博士
刘吉,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18821.htm,男,汉族,1969.0,49.0,1990.0,湖北,1998.0,研究生
陈敏,广东,http://ldzl.people.com.cn/dfzlk/front/personPage18797.htm,男,汉族,1965.0,53.0,1991.0,江苏,1985.0,博士
杨绪松,广东,http://ldzl.people.com.cn/dfzlk/front/personPage9233.htm,男,汉族,1962.0,56.0,1983.0,湖北,1994.0,博士
叶梅芬,广东,http://ldzl.people.com.cn/dfzlk/front/personPage16756.htm,女,汉族,1968.0,50.0,1991.0,广东,1988.0,本科
温湛滨,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5431.htm,男,汉族,1971.0,47.0,1993.0,广东,1991.0,博士
黄喜忠,广东,http://ldzl.people.com.cn/dfzlk/front/personPage5143.htm,男,汉族,1969.0,49.0,1993.0,广东,1992.0,博士
肖亚非,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15093.htm,男,汉族,1966.0,52.0,1988.0,江西,1992.0,研究生
焦兰生,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15584.htm,男,,1962.0,56.0,1982.0,河南,1985.0,研究生
殷昭举,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15752.htm,男,汉族,1972.0,46.0,1993.0,安徽,1996.0,博士
叶牛平,广东,http://ldzl.people.com.cn/dfzlk/front/personPage7117.htm,男,汉族,1967.0,51.0,1992.0,安徽,1993.0,研究生
王胜,广东,http://ldzl.people.com.cn/dfzlk/front/personPage15619.htm,男,汉族,1968.0,50.0,1989.0,山东,1989.0,研究生
彭清华,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4939.htm,男,汉族,1957.0,61.0,1974.0,湖北,1976.0,博士
陈武,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4940.htm,男,壮族,1954.0,64.0,1972.0,广西,1975.0,研究生
蓝天立,广西,http://ldzl.people.com.cn/dfzlk/front/personPage6376.htm,男,壮族,1962.0,56.0,1980.0,广西,1985.0,博士
孙大伟,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16799.htm,男,汉族,1963.0,55.0,1986.0,黑龙,1984.0,研究生
范晓莉,广西,http://ldzl.people.com.cn/dfzlk/front/personPage6372.htm,女,回族,1961.0,57.0,1983.0,吉林,1983.0,博士
秦如培,广西,http://ldzl.people.com.cn/dfzlk/front/personPage6427.htm,男,汉族,1962.0,56.0,1983.0,贵州,1985.0,研究生
王小东,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4556.htm,男,汉族,1962.0,56.0,1976.0,山西,1980.0,研究生
房灵敏,广西,http://ldzl.people.com.cn/dfzlk/front/personPage12960.htm,男,汉族,1964.0,54.0,,山东,,博士
王可,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4562.htm,男,汉族,1962.0,56.0,1982.0,湖南,1987.0,研究生
黄世勇,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4570.htm,男,壮族,1961.0,57.0,1981.0,广西,1988.0,研究生
姜英宇,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18627.htm,男,,1960.0,58.0,,吉林,,unknown
徐绍川,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18784.htm,男,满族,1963.0,55.0,1982.0,河北,1984.0,研究生
黄伟京,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16467.htm,男,汉族,1962.0,56.0,1981.0,广西,1986.0,本科
李彬,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18736.htm,男,汉族,1962.0,56.0,1983.0,江苏,,博士
方春明,广西,http://ldzl.people.com.cn/dfzlk/front/personPage6143.htm,男,汉族,1964.0,54.0,1986.0,安徽,1985.0,本科
胡焯,广西,http://ldzl.people.com.cn/dfzlk/front/personPage15046.htm,男,汉族,1963.0,55.0,1983.0,江西,1986.0,研究生
丁向群,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16852.htm,女,汉族,1965.0,53.0,1987.0,江苏,1999.0,研究生
费志荣,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18677.htm,男,汉族,1962.0,56.0,1983.0,江苏,1983.0,博士
黄俊华,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4553.htm,男,壮族,1963.0,55.0,1983.0,广西,1992.0,博士
郑俊康,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4550.htm,男,汉族,1959.0,59.0,1977.0,浙江,1988.0,研究生
赵乐秦,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4552.htm,男,汉族,1960.0,58.0,1982.0,陕西,1984.0,研究生
全桂寿,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18737.htm,男,汉族,1964.0,54.0,1984.0,广西,1984.0,研究生
王乃学,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16254.htm,男,汉族,1962.0,56.0,1984.0,山东,1986.0,博士
李延强,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16042.htm,男,汉族,1963.0,55.0,1984.0,河北,1987.0,研究生
王革冰,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16634.htm,女,汉族,1962.0,56.0,1982.0,河南,1987.0,研究生
李新元,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4561.htm,男,汉族,1962.0,56.0,1980.0,江苏,1989.0,研究生
黄海昆,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16005.htm,男,汉族,1965.0,53.0,1987.0,广西,1986.0,研究生
彭晓春,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4566.htm,男,汉族,1961.0,57.0,1989.0,广西,1985.0,研究生
李宏庆,广西,http://ldzl.people.com.cn/dfzlk/front/personPage5005.htm,男,汉族,1963.0,55.0,1985.0,广西,1985.0,研究生
何辛幸,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4571.htm,男,汉族,1962.0,56.0,1983.0,山东,1985.0,研究生
农生文,广西,http://ldzl.people.com.cn/dfzlk/front/personPage15646.htm,男,壮族,1965.0,53.0,1990.0,广西,1995.0,研究生
刘有明,广西,http://ldzl.people.com.cn/dfzlk/front/personPage15515.htm,男,汉族,1963.0,55.0,1987.0,广西,1989.0,博士
周红波,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4549.htm,男,汉族,1970.0,48.0,1992.0,广西,1997.0,研究生
吴炜,广西,http://ldzl.people.com.cn/dfzlk/front/personPage15403.htm,男,汉族,1968.0,50.0,1987.0,广东,1993.0,研究生
秦春成,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18584.htm,男,汉族,1966.0,52.0,1985.0,广西,1987.0,研究生
李杰云,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18642.htm,男,汉族,1967.0,51.0,1985.0,湖南,1995.0,博士
蔡锦军,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18765.htm,男,汉族,1968.0,50.0,1986.0,江西,1996.0,研究生
班忠柏,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18583.htm,男,壮族,1964.0,54.0,1981.0,广西,1984.0,研究生
谭丕创,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18771.htm,男,汉族,1968.0,50.0,1991.0,广西,1988.0,博士
农融,广西,http://ldzl.people.com.cn/dfzlk/front/personPage15408.htm,男,壮族,1967.0,51.0,1991.0,广西,1987.0,研究生
韦韬,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18669.htm,男,壮族,1970.0,48.0,1992.0,广西,1998.0,研究生
周异决,广西,http://ldzl.people.com.cn/dfzlk/front/personPage4567.htm,男,壮族,1965.0,53.0,1988.0,广西,1987.0,博士
林冠,广西,http://ldzl.people.com.cn/dfzlk/front/personPage16409.htm,男,,1966.0,52.0,1991.0,广西,1994.0,研究生
唐云舒,广西,http://ldzl.people.com.cn/dfzlk/front/personPage15409.htm,男,瑶族,1963.0,55.0,1984.0,广西,1986.0,研究生
雷应敏,广西,http://ldzl.people.com.cn/dfzlk/front/personPage15474.htm,男,汉族,1964.0,54.0,1986.0,广西,1986.0,研究生
何良军,广西,http://ldzl.people.com.cn/dfzlk/front/personPage18671.htm,男,,1971.0,47.0,1994.0,,2001.0,研究生
刘赐贵,海南,http://ldzl.people.com.cn/dfzlk/front/personPage11962.htm,男,汉族,1955.0,63.0,1973.0,福建,1973.0,研究生
沈晓明,海南,http://ldzl.people.com.cn/dfzlk/front/personPage4243.htm,男,汉族,1963.0,55.0,1987.0,浙江,1984.0,博士
毛万春,海南,http://ldzl.people.com.cn/dfzlk/front/personPage6537.htm,男,汉族,1961.0,57.0,1977.0,河南,1983.0,研究生
李军,海南,http://ldzl.people.com.cn/dfzlk/front/personPage6422.htm,男,汉族,1962.0,56.0,1985.0,湖南,1985.0,博士
毛超峰,海南,http://ldzl.people.com.cn/dfzlk/front/personPage6383.htm,男,汉族,1965.0,53.0,1985.0,河南,1986.0,研究生
王瑞连,海南,http://ldzl.people.com.cn/dfzlk/front/personPage6461.htm,男,汉族,1964.0,54.0,1979.0,山东,1985.0,研究生
张琦,海南,http://ldzl.people.com.cn/dfzlk/front/personPage5052.htm,男,汉族,1961.0,57.0,1981.0,安徽,1983.0,研究生
胡光辉,海南,http://ldzl.people.com.cn/dfzlk/front/personPage12746.htm,男,汉族,1959.0,59.0,1976.0,湖南,1986.0,研究生
蓝佛安,海南,http://ldzl.people.com.cn/dfzlk/front/personPage12239.htm,男,汉族,1962.0,56.0,1985.0,广东,1985.0,研究生
肖莺子,海南,http://ldzl.people.com.cn/dfzlk/front/personPage4560.htm,女,壮族,1963.0,55.0,1984.0,广西,1987.0,本科
肖杰,海南,http://ldzl.people.com.cn/dfzlk/front/personPage4580.htm,男,汉族,1960.0,58.0,1982.0,广东,1984.0,研究生
严朝君,海南,http://ldzl.people.com.cn/dfzlk/front/personPage5576.htm,男,汉族,1963.0,55.0,1981.0,海南,1986.0,研究生
陈守民,海南,http://ldzl.people.com.cn/dfzlk/front/personPage18624.htm,男,,1960.0,58.0,,湖北,1979.0,unknown
王路,海南,http://ldzl.people.com.cn/dfzlk/front/personPage6387.htm,男,汉族,1963.0,55.0,1983.0,浙江,,博士
刘平治,海南,http://ldzl.people.com.cn/dfzlk/front/personPage18609.htm,男,汉族,1964.0,54.0,1988.0,湖南,1986.0,博士
刘星泰,海南,http://ldzl.people.com.cn/dfzlk/front/personPage12197.htm,男,汉族,1963.0,55.0,1983.0,山东,1986.0,研究生
彭金辉,海南,http://ldzl.people.com.cn/dfzlk/front/personPage18679.htm,男,彝族,1964.0,54.0,1988.0,云南,1989.0,博士
范华平,海南,http://ldzl.people.com.cn/dfzlk/front/personPage4721.htm,男,汉族,1962.0,56.0,1982.0,云南,1984.0,本科
苻彩香,海南,http://ldzl.people.com.cn/dfzlk/front/personPage18738.htm,女,黎族,1963.0,55.0,1983.0,海南,1994.0,本科
张军,海南,http://ldzl.people.com.cn/dfzlk/front/personPage18744.htm,男,汉族,1965.0,53.0,1984.0,广东,1988.0,研究生
袁光平,海南,http://ldzl.people.com.cn/dfzlk/front/personPage18617.htm,男,汉族,1966.0,52.0,1990.0,重庆,1986.0,博士
丁晖,海南,http://ldzl.people.com.cn/dfzlk/front/personPage18746.htm,男,汉族,1971.0,47.0,1992.0,江苏,1997.0,博士
阿东,海南,http://ldzl.people.com.cn/dfzlk/front/personPage16783.htm,男,回族,1970.0,48.0,1997.0,辽宁,1996.0,博士
朱洪武,海南,http://ldzl.people.com.cn/dfzlk/front/personPage16531.htm,男,黎族,1971.0,47.0,1994.0,海南,1993.0,研究生
陈敏尔,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4953.htm,男,汉族,1960.0,58.0,1981.0,浙江,1982.0,研究生
张轩,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4946.htm,女,汉族,1958.0,60.0,1975.0,河北,1979.0,本科
唐良智,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4445.htm,男,汉族,1960.0,58.0,1983.0,湖北,1982.0,博士
王炯,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage5924.htm,男,汉族,1964.0,54.0,1985.0,河南,1984.0,研究生
吴存荣,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4302.htm,男,汉族,1963.0,55.0,1985.0,安徽,1984.0,研究生
张鸣,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage6400.htm,男,汉族,1962.0,56.0,1982.0,湖南,1984.0,本科
陈雍,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16389.htm,男,满族,1966.0,52.0,1991.0,辽宁,1988.0,研究生
刘强,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage6402.htm,男,汉族,1961.0,57.0,1984.0,重庆,1984.0,研究生
李静,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4686.htm,女,汉族,1962.0,56.0,1984.0,河南,1983.0,研究生
胡文容,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16806.htm,男,,1964.0,54.0,1985.0,福建,1990.0,博士
王赋,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16263.htm,男,汉族,1962.0,56.0,1986.0,山西,1985.0,研究生
莫恭明,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16602.htm,男,汉族,1962.0,56.0,1983.0,广西,1988.0,研究生
陆克华,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18672.htm,男,汉族,1964.0,54.0,1989.0,安徽,1984.0,研究生
刘桂平,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15843.htm,男,汉族,1966.0,52.0,1989.0,湖南,1986.0,博士
屈谦,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16372.htm,男,汉族,1960.0,58.0,1983.0,四川,,研究生
邓恢林,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18739.htm,男,汉族,1965.0,53.0,1984.0,湖北,1989.0,研究生
潘毅琴,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4654.htm,女,回族,1963.0,55.0,1984.0,北京,1984.0,研究生
李殿勋,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4637.htm,男,汉族,1967.0,51.0,1991.0,河南,1994.0,本科
李明清,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage5044.htm,男,汉族,1965.0,53.0,1983.0,重庆,1992.0,研究生
黄玉林,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18763.htm,男,汉族,1963.0,55.0,1981.0,重庆,1985.0,研究生
王俊,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15824.htm,男,汉族,,,,,,unknown
李维超,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16797.htm,男,汉族,1961.0,57.0,1985.0,四川,1984.0,本科
江涛,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4656.htm,男,汉族,1962.0,56.0,1983.0,重庆,1985.0,本科
周勇,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4629.htm,男,汉族,1964.0,54.0,1981.0,重庆,1985.0,研究生
郑向东,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4592.htm,男,汉族,1968.0,50.0,1990.0,四川,1988.0,本科
周旭,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18795.htm,男,汉族,1962.0,56.0,1983.0,重庆,1984.0,博士
段成刚,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4598.htm,男,汉族,1963.0,55.0,1983.0,重庆,1985.0,研究生
辛国荣,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4639.htm,男,汉族,1963.0,55.0,1982.0,重庆,1991.0,研究生
唐小平,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16590.htm,男,汉族,1969.0,49.0,1988.0,重庆,1992.0,研究生
曹清尧,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4638.htm,男,汉族,1963.0,55.0,1986.0,湖南,1986.0,研究生
吴道藩,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4603.htm,男,汉族,1963.0,55.0,1984.0,重庆,1985.0,研究生
杨晓云,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16804.htm,男,汉族,1969.0,49.0,1991.0,重庆,1991.0,研究生
阚吉林,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage14905.htm,男,汉族,1969.0,49.0,1994.0,四川,1994.0,研究生
徐世国,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4609.htm,男,汉族,1963.0,55.0,1982.0,重庆,1983.0,研究生
蒲彬彬,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15718.htm,男,汉族,1966.0,52.0,1984.0,重庆,1992.0,unknown
黄宗华,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15492.htm,男,汉族,1964.0,54.0,1984.0,重庆,1989.0,研究生
赖蛟,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4596.htm,男,汉族,1972.0,46.0,1995.0,重庆,1992.0,研究生
冉华章,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage14907.htm,男,土家族,1966.0,52.0,1983.0,重庆,1993.0,研究生
张学锋,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4619.htm,男,汉族,1963.0,55.0,1984.0,重庆,1987.0,本科
杨树海,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15656.htm,男,汉族,1964.0,54.0,1982.0,重庆,1985.0,研究生
周少政,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4657.htm,男,汉族,1963.0,55.0,1982.0,重庆,1985.0,研究生
余长明,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage14894.htm,男,汉族,1965.0,53.0,1984.0,四川,1985.0,博士
赵世庆,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4630.htm,男,汉族,1964.0,54.0,1982.0,重庆,1986.0,研究生
程志毅,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15708.htm,男,汉族,1963.0,55.0,1983.0,四川,1981.0,研究生
滕宏伟,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16126.htm,男,汉族,1964.0,54.0,1986.0,安徽,1985.0,博士
李应兰,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4617.htm,男,汉族,1965.0,53.0,1983.0,重庆,1986.0,研究生
丁中平,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18768.htm,女,汉族,1965.0,53.0,1987.0,重庆,1986.0,研究生
曾菁华,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16630.htm,男,汉族,1966.0,52.0,1984.0,重庆,1990.0,研究生
李春奎,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4642.htm,男,汉族,1969.0,49.0,1991.0,重庆,1995.0,研究生
唐德祥,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4643.htm,男,汉族,1965.0,53.0,1984.0,重庆,1986.0,研究生
蹇泽西,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4640.htm,男,汉族,1963.0,55.0,1985.0,重庆,1990.0,研究生
王杰,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4648.htm,男,土家族,1964.0,54.0,1985.0,,,本科
陈文森,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4650.htm,男,土家族,1965.0,53.0,1987.0,重庆,1993.0,研究生
钱建超,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4651.htm,男,汉族,1965.0,53.0,1984.0,重庆,1984.0,研究生
袁勤华,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18769.htm,男,,,,,,,unknown
章勇武,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4604.htm,男,汉族,1968.0,50.0,1993.0,浙江,1991.0,博士
商奎,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16757.htm,男,汉族,1968.0,50.0,1991.0,重庆,1991.0,研究生
姚斌,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage16239.htm,男,汉族,1965.0,53.0,1986.0,四川,1984.0,研究生
代小红,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4647.htm,女,汉族,1966.0,52.0,1990.0,重庆,1985.0,研究生
常斌,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15529.htm,男,汉族,1969.0,49.0,1995.0,四川,1995.0,研究生
刘小强,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage15754.htm,男,汉族,1971.0,47.0,1989.0,重庆,1992.0,研究生
陈一清,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18665.htm,男,,,,,,,unknown
何庆,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage18764.htm,男,汉族,1968.0,50.0,1989.0,四川,1988.0,研究生
唐川,重庆,http://ldzl.people.com.cn/dfzlk/front/personPage4600.htm,男,汉族,1964.0,54.0,1985.0,重庆,1984.0,研究生
